"RowId","y_gt","date"
"35001","no","2017-05-10T10:00:00"
"35002","no","2017-05-10T10:00:00"
"35003","no","2017-05-10T10:00:00"
"35004","no","2017-05-10T10:00:00"
"35005","no","2017-05-10T10:00:00"
"35006","no","2017-05-10T10:00:00"
"35007","no","2017-05-10T10:00:00"
"35008","yes","2017-05-10T10:00:00"
"35009","no","2017-05-10T10:00:00"
"35010","no","2017-05-10T10:00:00"
"35011","no","2017-05-10T10:00:00"
"35012","no","2017-05-10T10:00:00"
"35013","yes","2017-05-10T10:00:00"
"35014","no","2017-05-10T10:00:00"
"35015","no","2017-05-10T10:00:00"
"35016","no","2017-05-10T10:00:00"
"35017","yes","2017-05-10T10:00:00"
"35018","no","2017-05-10T10:00:00"
"35019","no","2017-05-10T10:00:00"
"35020","no","2017-05-10T10:00:00"
"35021","no","2017-05-10T10:00:00"
"35022","no","2017-05-10T10:00:00"
"35023","no","2017-05-10T10:00:00"
"35024","no","2017-05-10T10:00:00"
"35025","no","2017-05-10T10:00:00"
"35026","no","2017-05-10T10:00:00"
"35027","no","2017-05-10T10:00:00"
"35028","no","2017-05-10T10:00:00"
"35029","no","2017-05-10T10:00:00"
"35030","no","2017-05-10T10:00:00"
"35031","no","2017-05-10T10:00:00"
"35032","no","2017-05-10T10:00:00"
"35033","no","2017-05-10T10:00:00"
"35034","no","2017-05-10T10:00:00"
"35035","no","2017-05-10T10:00:00"
"35036","yes","2017-05-10T10:00:00"
"35037","no","2017-05-10T10:00:00"
"35038","no","2017-05-10T10:00:00"
"35039","no","2017-05-10T10:00:00"
"35040","yes","2017-05-10T10:00:00"
"35041","no","2017-05-10T10:00:00"
"35042","no","2017-05-10T10:00:00"
"35043","no","2017-05-10T10:00:00"
"35044","no","2017-05-10T10:00:00"
"35045","no","2017-05-10T10:00:00"
"35046","no","2017-05-10T10:00:00"
"35047","no","2017-05-10T10:00:00"
"35048","no","2017-05-10T10:00:00"
"35049","yes","2017-05-10T10:00:00"
"35050","no","2017-05-10T10:00:00"
"35051","no","2017-05-10T10:00:00"
"35052","no","2017-05-10T10:00:00"
"35053","no","2017-05-10T10:00:00"
"35054","no","2017-05-10T10:00:00"
"35055","no","2017-05-10T10:00:00"
"35056","no","2017-05-10T10:00:00"
"35057","no","2017-05-10T10:00:00"
"35058","no","2017-05-10T10:00:00"
"35059","no","2017-05-10T10:00:00"
"35060","no","2017-05-10T10:00:00"
"35061","no","2017-05-10T10:00:00"
"35062","no","2017-05-10T10:00:00"
"35063","no","2017-05-10T10:00:00"
"35064","no","2017-05-10T10:00:00"
"35065","no","2017-05-10T10:00:00"
"35066","no","2017-05-10T10:00:00"
"35067","no","2017-05-10T10:00:00"
